Lead_ID,Lead_Date,Company_Name,Region,City,Equipment_Type,Lead_Source,Sales_Rep,Current_Stage,Quotation_Date,Negotiation_Date,Closing_Date,Deal_Value_IDR,Lost_At_Stage,Lost_Reason,Stage_Order,Reached_Lead,Reached_Quotation,Reached_Negotiation,Reached_Closed_Won
LD-0326,2023-11-25,PT Mitra Konstruksi 327,Jawa,Jakarta,Scissor Lift,WhatsApp,Eko Kurniawan,Closed Won,2023-12-01,2023-12-06,2023-12-10,9800000.0,,,4,1,1,1,1
LD-0909,2026-02-03,PT Mitra Konstruksi 910,Jawa,Bandung,Crane,Whats App,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-0801,2025-08-13,PT Mitra Konstruksi 802,Jawa,Jakarta,Crane,Google Ads,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0005,2022-08-09,PT Mitra Konstruksi 006,Jawa,Jakarta,Telehandler,Google Ads,Rina Wulandari,Closed Lost,2022-08-11,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0152,2023-03-04,PT Mitra Konstruksi 153,Sumatra,Palembang,Crane,Website,Eko Kurniawan,Closed Lost,2023-03-09,2023-03-15,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0648,2025-01-17,PT Mitra Konstruksi 649,Sumatra,Palembang,Crane,WhatsApp,Vino Jayrasta,Closed Lost,2025-01-18,2025-01-21,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0761,22/06/2025,PT Mitra Konstruksi 762,Bali,Gianyar,Boom Lift,Website,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0570,2024-10-10,PT Mitra Konstruksi 571,Bali,Denpasar,Scissor Lift,Google Ads,Andi Pratama,Closed Lost,13/10/2024,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0543,2024-09-23,PT Mitra Konstruksi 544,Jawa,Jakarta,Carmix,Website,Dewi Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0600,2024-11-13,PT Mitra Konstruksi 601,Jawa,Surabaya,Boom Lift,Email,Eko Kurniawan,Closed Lost,2024-11-15,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0012,2022-08-10,PT Mitra Konstruksi 013,Jawa,,Boom Lift,,Andi Pratama,Closed Won,2022-08-16,24.08.2022,05-Sep-2022,17600000.0,,,4,1,1,1,1
LD-0965,2026-04-17,PT Mitra Konstruksi 966,Sumatra,Batam,Telehandler,Website,Budi Santoso,Lead In,,,,,,,1,1,0,0,0
LD-0728,2025-05-16,PT Mitra Konstruksi 729,Sumatra,Batam,SCISSOR LIFT,Website,Budi Santoso,Closed Lost,2025-05-22,2025-05-24,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0367,2024-01-05,PT Mitra Konstruksi 368,BALI,Gianyar,BOOM LIFT,Google Ads,Rina Wulandari,Closed Lost,2024-01-06,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0378,2024-02-15,PT Mitra Konstruksi 379,Jawa,Sidoarjo,Skylift,WhatsApp,Fajar Nugroho,Lead In,,,,,,,1,1,0,0,0
LD-0023,2022-09-27,PT Mitra Konstruksi 024,Jawa,Surabaya,Scissor Lift,Website,Sari Rahmawati,Lead In,,,,,,,1,1,0,0,0
LD-0736,2025-05-21,PT Mitra Konstruksi 737,Jawa,Bandung,Boom Lift,Google Adwords,Vino Jayrasta,Closed Won,2025-05-25,2025-06-01,11/06/2025,30800000.0,,,4,1,1,1,1
LD-0894,2026-01-12,PT Mitra Konstruksi 895,Jawa,Bandung,Skylift,Google Ads,Sari Rahmawati,Closed Lost,2026-01-18,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0205,21/05/2023,PT Mitra Konstruksi 206,Bali,Gianyar,Telehandler,Google Ads,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-0124,2023-02-24,PT Mitra Konstruksi 125,Sumatra,Batam,boom lift,Whats App,budi santoso,Closed Lost,2023-03-02,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0631,2025-01-26,PT Mitra Konstruksi 632,Bali,Badung,Scissor Lift,Google Ads,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0141,2023-02-02,PT Mitra Konstruksi 142,Bali,Gianyar,Carmix,WhatsApp,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0783,11-Jul-2025,PT Mitra Konstruksi 784,Jawa,Semarang,Scissor Lift,Referral,Dewi Lestari,Closed Lost,2025-07-17,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0259,2023-08-11,PT Mitra Konstruksi 260,Jawa,Gresik,Boom Lift,WhatsApp,Rina Wulandari,Closed Lost,15/08/2023,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0151,2023-03-24,PT Mitra Konstruksi 152,Jawa,Jakarta,Crane,Website,Budi Santoso,Closed Won,2023-03-27,2023-04-01,04/04/2023,24800000.0,,,4,1,1,1,1
LD-0785,2025-07-22,PT Mitra Konstruksi 786,Jawa,Gresik,BOOM LIFT ,G-Ads,Sari R.,Lead In,,,,,,,1,1,0,0,0
LD-0089,2022-12-13,PT Mitra Konstruksi 090,Jawa,Sidoarjo,Skylift,WhatsApp,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0902,2026-01-18,PT Mitra Konstruksi 903,jawa,Surabaya,Boom Lift,Website,Vino Jayrasta,CLOSED WON,2026-01-24,2026-01-29,2026-01-31,19300000.0,,,4,1,1,1,1
LD-0271,2023-09-05,PT Mitra Konstruksi 272,Sumatra,Medan,Carmix,WhatsApp,Sari Rahmawati,Closed Won,2023-09-09,15.09.2023,20/09/2023,23500000.0,,,4,1,1,1,1
LD-0846,2025-11-18,PT  Mitra Konstruksi 847,Jawa, Gresik ,  Crane,WhatsApp, Fajar Nugroho ,Closed Won,2025-11-23,2025-12-01,2025-12-03,67900000.0,,,4,1,1,1,1
LD-0616,2024-12-26,PT Mitra Konstruksi 617   ,Sumatra,  Medan,Skylift   ,Referral,  Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-1005,2026-06-29,PT Mitra Konstruksi 1006,Jawa,SIDOARJO,Skylift,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0043,2022-10-23,PT Mitra Konstruksi 044,Jawa,Bandung,Crane,WhatsApp,Fajar Nugroho,Closed Lost,2022-10-27,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0187,2023-05-09,PT Mitra Konstruksi 188,jawa,Gresik,boom lift,WEBSITE,Andi Pratama,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0827,2025-10-17,PT Mitra Konstruksi 828   ,Jawa,Bandung,  Boom Lift,Website,Eko  Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0028,2022-09-17,PT Mitra Konstruksi 029,jawa,Jakarta,telehandler,referal,SARI RAHMAWATI,closed lost,18.09.2022,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0662,2025-02-08,PT Mitra Konstruksi 663,Bali,Denpassar,Scissor Lift,WhatsApp,Sari Rahmawati,Closed Lost,2025-02-14,2025-02-19,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0706,2025-04-01,PT Mitra Konstruksi 707,Bali,Denpasar,Scissor Lift,whatsapp,Vino Jayrasta,Closed Lost,2025-04-03,2025-04-12,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0782,2025-07-02,PT Mitra Konstruksi 783,Jawa,Gresik,Scissor Lift,WhatsApp,Fajar Nugroho,Closed Lost,2025-07-05,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0068,2022-11-19,PT  Mitra Konstruksi 069,Jawa,Gresik,Boom Lift   ,Google Ads,  Vino Jayrasta,Closed Lost,2022-11-22,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-1024,2026-07-16,PT Mitra Konstruksi 1025,Jawa,Sidoarjo,telehandler,Google Adwords,budi santoso,Closed Lost,2026-07-21,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0174,26-Apr-2023,PT Mitra Konstruksi 175,Jawa,Jakarta,Boom Lift,Email,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-1018,2026-07-03,PT Mitra Konstruksi 1019,Bali,Badung,Crane,Google Ads,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-1014,2026-07-26,PT Mitra Konstruksi 1015,JAWA,Jakarta,carmix,GOOGLE ADS,Fajar Nugroho,Closed Lost,2026-07-28,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0770,2025-07-10,PT Mitra Konstruksi 771,Jawa,Bandung,Sky Lift,whatsapp,andi pratama,Lead In,,,,,,,1,1,0,0,0
LD-0445,2024-04-11,PT Mitra Konstruksi 446,Jawa,Sidoarjo,Skylift,WhatsApp,Eko Kurniawan,Closed Won,2024-04-14,2024-04-22,2024-04-30,22800000.0,,,4,1,1,1,1
LD-0316,2023-11-10,  PT Mitra Konstruksi 317,Jawa,  Jakarta,  Boom Lift,Google Ads,Dewi  Lestari,Closed Lost,2023-11-12,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0887,2026-01-31,PT Mitra Konstruksi 888,Jawa,Gresik,Scissor Lift,WA,Fajar Nugroho,Closed Lost,2026-02-03,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0475,2024-06-21,PT Mitra Konstruksi 476,JAWA,Surabaya,carmix,Email,Andi Pratama,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0514,2024-07-10,PT Mitra Konstruksi 515,Bali,Gianyar,Scissor Lift,Google Ads,Dewi Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0201,19/05/2023,PT Mitra Konstruksi 202,jawa,Gresik,Scissor Lift,Google Ads,Fajar Nugroho,closed lost,2023-05-21,2023-05-30,,,Negotiation,Price too high,5,1,1,1,0
LD-0253,2023-08-13,PT Mitra Konstruksi 254,Bali,Badung,Scissor Lift,Website,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0348,2023-12-13,PT Mitra Konstruksi 349,Jawa,Surabaya,ScissorLift,Refferal,budi santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0118,2023-01-23,PT Mitra Konstruksi 119,Jawa,Sidoarjo,Telehandler,Website,Eko Kurniawan,Closed Lost,2023-01-29,2023-02-05,,,Negotiation,Price too high,5,1,1,1,0
LD-0587,2024-11-01,PT Mitra Konstruksi 588,Jawa,Sidoarjo,Boom Lift,Refferal,Sari Rahmawati,Closed Won,2024-11-07,2024-11-09,2024-11-17,,,,4,1,1,1,1
LD-0098,2022-12-28,PT Mitra Konstruksi 099,Sumatra,Batam,Boom Lift,Website,Dewi Lestari,Closed Lost,2022-12-31,04/01/2023,,,Negotiation,Price too high,5,1,1,1,0
LD-0325,2023-11-24,PT Mitra Konstruksi 326,Bali,Gianyar,Scissor Lift,Google Adwords,Vino Jayrasta,Closed Lost,2023-11-29,2023-12-06,,,Negotiation,Price too high,5,1,1,1,0
LD-0984,2026-05-22,PT Mitra Konstruksi 985,Bali,Gianyar,Scissor Lift,WhatsApp,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0292,2023-10-22,PT Mitra Konstruksi 293,Bali,Gianyar,Skylift,Google Ads,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0539,05/09/2024,PT Mitra Konstruksi 540,Jawa,Surabaya,Boom Lift,Email,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0722,2025-04-28,PT Mitra Konstruksi 723,Bali,Denpasar,Scissor Lift,Referral,Sari Rahmawati,Lead In,,,,,,,1,1,0,0,0
LD-0244,2023-07-31,PT Mitra Konstruksi 245,Jawa,Sidoarjo,ScissorLift,Whats App,Andi P,Closed Lost,05/08/2023,2023-08-10,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0422,2024-03-16,PT Mitra Konstruksi 423,Bali,Denpasar,Scissor Lift,Website,Eko Kurniawan,Closed Lost,2024-03-20,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0009,2022-08-29,PT Mitra Konstruksi 010,Sumatra,Medan,Boom Lift,Google Ads,Rina Wulandari,Closed Lost,2022-09-01,2022-09-10,,,Negotiation,Price too high,5,1,1,1,0
LD-0534,2024-08-10,PT Mitra Konstruksi 535,Jawa,Semarang,Boom Lift,Google Ads,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0730,2025-05-03,PT Mitra Konstruksi 731,Sumatra,Medan,Boom Lift,WhatsApp,Sari Rahmawati,Closed Lost,2025-05-04,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0802,2025-08-25,PT Mitra Konstruksi 803,Jawa,Gresik,Crane,Referral,Budi Santoso,Closed Lost,2025-08-31,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0026,2022-09-08,PT Mitra Konstruksi 027,Sumatra,Medan,Scissor Lift,Google Ads,Budi Santoso,Closed Lost,2022-09-14,21-Sep-2022,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0516,2024-07-19,PT Mitra Konstruksi 517,Sumatra,Batam,Boom Lift,Website,Sari Rahmawati,Closed Lost,22.07.2024,2024-07-27,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-1020,2026-07-02,PT Mitra Konstruksi 1021,Jawa,Jakarta,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,03/07/2026,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0222,2023-06-30,PT Mitra Konstruksi 223,Jawa,Sidoarjo,Boom Lift,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0580,2024-10-11,  PT Mitra Konstruksi 581,Bali,  Denpasar, Boom Lift ,whatsapp,  Rina Wulandari,Closed Lost,2024-10-14,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0912,2026-02-16,PT Mitra Konstruksi 913,JAWA,Sidoarjo,Carmix,WEBSITE,Eko Kurniawan,CLOSED LOST,2026-02-22,25/02/2026,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0039,2022-09-17,PT Mitra Konstruksi 040,Jawa,Semarang,Crane,Google Ads,Vino Jayrasta,Closed Lost,21-Sep-2022,2022-09-28,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0087,2022-12-24,PT Mitra Konstruksi 088,Jawa,Bandung,Scissor Lift,Google Ads,Fajar Nugroho,Closed Lost,2022-12-27,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0095,2022-12-20,PT Mitra Konstruksi 096,JAWA,Jakarta,scissor lift,WHATSAPP,Eko Kurniawan,closed lost,2022-12-21,2022-12-28,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0426,2024-03-13,PT Mitra Konstruksi 427,Jawa,Bandung,Boom Lift,Google Ads,Dewi Lestari,Closed Lost,2024-03-19,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0060,2022-10-15,PT Mitra Konstruksi 061,Jawa,Bandung,CRANE,WHATSAPP,Fajar Nugroho,Closed Won,2022-10-16,2022-10-20,2022-10-26,55800000.0,,,4,1,1,1,1
LD-0282,2023-09-22, PT Mitra Konstruksi 283 ,Bali,  Gianyar, Telehandler ,Google Ads,Dewi  Lestari,Closed Lost,2023-09-26,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0451,2024-05-09,PT Mitra Konstruksi 452,Jawa,Sidoarjo,Scissor Lift,WhatsApp,Dewi Lestari,Closed Won,2024-05-11,2024-05-16,2024-05-27,18400000.0,,,4,1,1,1,1
LD-0171,2023-04-03,PT Mitra Konstruksi 172,Jawa,Sidoarjo,Skylift,Website,Andi Pratama,Closed Lost,2023-04-04,2023-04-12,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0361,2024-01-12,PT Mitra Konstruksi 362,Sumatra,Batam,Scissor  Lift,Whats App,Andi P,Closed Lost,2024-01-17,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0165,2023-03-21, PT Mitra Konstruksi 166 ,Jawa,  Surabaya,Boom  Lift,Website, Fajar Nugroho ,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0696,2025-03-02,PT Mitra Konstruksi 697,Sumatra,Batam,Skylift,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0675,21-Feb-2025,PT Mitra Konstruksi 676,Sumatra,Medan,ScissorLift,Web,VINO JAYRASTA,Closed Lost,25.02.2025,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0368,03/01/2024,PT Mitra Konstruksi 369,Jawa,Bandung,Boom Lift,Website,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0863,2025-12-03,PT Mitra Konstruksi 864,Jawa,Gresik,Boom Lift,Website,Fajar Nugroho,Closed Lost,2025-12-09,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0613,2024-12-03, PT Mitra Konstruksi 614 ,Sumatra,Medan,  Scissor Lift,Website,Rina  Wulandari,Closed Lost,2024-12-04,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0930,17/03/2026,PT Mitra Konstruksi 931,Jawa,Surabaya,Boomlift,Whats App,Vino J.,Lead In,,,,,,,1,1,0,0,0
LD-1022,2026-07-23,PT Mitra Konstruksi 1023,Sumatra,Palembang,Scissor Lift,Google Ads,Sari Rahmawati,Lead In,,,,,,,1,1,0,0,0
LD-0230,2023-07-15,PT Mitra Konstruksi 231,Jawa,Jakarta,Scissor Lift,Referral,Fajar Nugroho,Closed Lost,2023-07-20,2023-07-28,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0373,31-Jan-2024,PT Mitra Konstruksi 374,Bali,Gianyar,Scissor Lift,Email,Fajar Nugroho,Closed Lost,2024-02-04,2024-02-13,,,Negotiation,Price too high,5,1,1,1,0
LD-0692,2025-03-16,PT Mitra Konstruksi 693,Sumatra,Palembang,Crane,Email,Vino Jayrasta,Closed Lost,2025-03-17,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0252,2023-08-01,PT Mitra Konstruksi 253,Bali,Denpasar,Telehandler,Website,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0223,2023-06-16,PT Mitra Konstruksi 224,Jawa,Sidoarjo,Crane,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0703,2025-03-28,PT Mitra Konstruksi 704,bali,Gianyar,CARMIX,EMAIL,Rina Wulandari,Closed Lost,02-Apr-2025,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0371,2024-01-08,PT Mitra Konstruksi 372,Sumatra,Medan,Carmix,Google Ads,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0809,2025-09-03,PT Mitra Konstruksi 810,Jawa,Surabaya,BOOM LIFT,WHATSAPP,SARI RAHMAWATI,Closed Lost,2025-09-05,2025-09-11,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0228,2023-06-24,PT Mitra Konstruksi 229,Jawa,Sidoarjo,ScissorLift,G-Ads,Fajar Nugroho,Closed Lost,2023-06-26,2023-07-03,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0061,2022-10-23,PT Mitra Konstruksi 062,Sumatra,Medan,Scissor Lift,Website,Sari Rahmawati,Closed Lost,28-Oct-2022,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0308,11-Oct-2023,PT Mitra Konstruksi 309,Sumatra,Palembang,Scissor Lift,WhatsApp,Vino Jayrasta,Closed Lost,2023-10-13,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0500,2024-07-22,PT Mitra Konstruksi 501,Sumatra,Medan,Carmix,WhatsApp,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0406,2024-03-22,PT Mitra Konstruksi 407,Sumatra,Palembeng,Skylift,Google Ads,Budi Santoso,Closed Lost,2024-03-28,2024-04-01,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0505,2024-07-29,PT Mitra Konstruksi 506,Jawa,Gresik,Telehandler,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0155,2023-03-17,PT Mitra Konstruksi 156,JAWA,Surabaya,SCISSOR LIFT,email,Vino Jayrasta,CLOSED WON,2023-03-21,27/03/2023,2023-04-08,8800000.0,,,4,1,1,1,1
LD-0766,2025-06-05,PT Mitra Konstruksi 767,Jawa,,Telehandler,,Dewi Lestari,Closed Lost,07.06.2025,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0726,2025-05-23,PT Mitra Konstruksi 727,Jawa,Gresik,SKYLIFT,Referral,Dewi Lestari,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0719,2025-04-08,PT Mitra Konstruksi 720,Jawa,Bandung,boom lift,WEBSITE,Andi Pratama,closed won,2025-04-09,2025-04-17,2025-04-30,14400000.0,,,4,1,1,1,1
LD-0621,2024-12-19,PT Mitra Konstruksi 622,Jawa,Sidoarjo,BOOM LIFT ,G-Ads,Eko Kurniawan,Closed Lost,2024-12-25,2024-12-28,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0441,2024-04-12,PT Mitra Konstruksi 442,Bali,Denpasar,Scissor Lift,WhatsApp,Vino Jayrasta,Closed Lost,2024-04-17,2024-04-25,,,Negotiation,Price too high,5,1,1,1,0
LD-0168,2023-04-03,PT Mitra Konstruksi 169,Jawa,Sidoarjo,Scissor Lift,WhatsApp,Andi Pratama,Closed Lost,2023-04-05,2023-04-13,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0386,2024-02-04,PT Mitra Konstruksi 387,Jawa,Gresik,Boom Lift,Referral,Rina Wulandari,Closed Lost,2024-02-07,2024-02-13,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0042,11/10/2022,PT Mitra Konstruksi 043,SUMATRA,Batam,crane,website,Andi Pratama,Closed Won,2022-10-15,2022-10-18,2022-10-21,62800000.0,,,4,1,1,1,1
LD-0992,2026-06-21,PT Mitra Konstruksi 993,Bali,Denpassar,Boom Lift,Google Ads,Sari Rahmawati,Closed Lost,2026-06-22,2026-06-27,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0442,2024-04-28,PT Mitra Konstruksi 443,Jawa,Surabaya,Crane,Website,Dewi Lestari,Closed Lost,2024-04-29,2024-05-03,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0697,2025-03-28,PT Mitra Konstruksi 698,Bali,Gianyar,Scissor Lift,Referral,Dewi Lestari,Closed Lost,2025-04-02,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0295,2023-10-10,PT Mitra Konstruksi 296,Jawa,Bandung,Crane,Website,Eko Kurniawan,Lead In,,,,,,,1,1,0,0,0
LD-0483,2024-06-07,PT Mitra Konstruksi 484,bali,Gianyar,telehandler,REFERRAL,Vino Jayrasta,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0472,2024-06-15,PT Mitra Konstruksi 473,Jawa,Semarang,Boom Lift,WhatsApp,Sari Rahmawati,Closed Lost,2024-06-18,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0461,2024-05-15,PT Mitra Konstruksi 462,Sumatra,Medan,Boom Lift,WhatsApp,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0391,2024-02-20,PT Mitra Konstruksi 392,Bali,Denpasar,Sky Lift,Web,Fajar Nugroho,Lead In,,,,,,,1,1,0,0,0
LD-0290,15-Oct-2023,PT Mitra Konstruksi 291,Jawa,Jakarta,Boom Lift,Website,Andi Pratama,Closed Lost,2023-10-21,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0497,2024-07-19,PT Mitra Konstruksi 498,Sumatra,Medan,SKYLIFT,referral,Dewi Lestari,CLOSED LOST,2024-07-20,2024-07-28,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0021,2022-08-18,PT Mitra Konstruksi 022   ,Sumatra,Batam   ,Scissor  Lift,WhatsApp, Sari Rahmawati ,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0639,2025-01-16,PT Mitra Konstruksi 640,Jawa,Gresik,Skylift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0819,2025-09-13,PT Mitra Konstruksi 820,Bali,Gianyar,Skylift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0836,2025-10-29,PT Mitra Konstruksi 837,jawa,Jakarta,Boom Lift,GOOGLE ADS,Vino Jayrasta,closed lost,2025-11-01,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0861,16-Dec-2025,PT Mitra Konstruksi 862,Bali,BADUNG,Telehandler,WhatsApp,Fajar Nugroho,Closed Lost,2025-12-22,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0713,2025-04-24,PT Mitra Konstruksi 714,Jawa,Bandung,Carmix,WhatsApp,Vino Jayrasta,Closed Lost,2025-04-26,2025-04-29,,,Negotiation,Price too high,5,1,1,1,0
LD-0395,2024-02-09,PT Mitra Konstruksi 396,Sumatra,Medan,Telehandler,Google Ads,Eko Kurniawan,Closed Won,2024-02-14,2024-02-19,2024-01-24,21500000.0,,,4,1,1,1,1
LD-0062,2022-10-17,PT Mitra Konstruksi 063,Jawa,Surabaya,BOOM LIFT ,Refferal,budi santoso,Closed Lost,2022-10-18,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0810,2025-09-23,PT Mitra Konstruksi 811,Jawa,Bandung,Crane,Referral,Eko Kurniawan,Closed Lost,2025-09-25,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0485,2024-06-07,PT Mitra Konstruksi 486,SUMATRA,Medan,Boom Lift,Whatsapp,Budi Santoso,Closed Lost,2024-06-09,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0811,2025-09-17,PT Mitra Konstruksi 812,Sumatra,Palembang,Scissor Lift,Google Ads,Fajar Nugroho,Closed Won,2025-09-19,2025-09-28,2025-10-05,17500000.0,,,4,1,1,1,1
LD-0154,2023-03-09,PT Mitra Konstruksi 155,Jawa,Jakarta,Scissor Lift,Google Ads,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0358,2024-01-10,PT Mitra Konstruksi 359,Sumatra,Palembang,Telehandler,Email,Dewi Lestari,Closed Won,2024-01-15,2024-01-20,2024-01-29,21100000.0,,,4,1,1,1,1
LD-0139,2023-02-14,PT Mitra Konstruksi 140,Jawa,Gresikk,Crane,WhatsApp,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0806,2025-09-18,PT Mitra Konstruksi 807,Bali,Gianyar,Scissor Lift,Google Ads,Dewi Lestari,Closed Lost,2025-09-24,2025-10-03,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0260,2023-08-13,PT Mitra Konstruksi 261,Bali,Denpasar,Crane,Referral,Fajar Nugroho,Closed Won,2023-08-16,2023-08-23,2023-08-31,54900000.0,,,4,1,1,1,1
